ticker,entity,stage,status,fcf_positive_streak,fcf_cv,gross_margin_latest,roic_avg,asset_cagr,rev_cagr,net_debt_ebitda,pe,fcf_yield,score,reason
ADBE,ADOBE INC.,L4,pass_valuation,17,0.24929834690524472,0.8926753334174765,0.419749917895681,0.027821753343251432,0.10522339932516123,0.08179336413271734,12.130932,0.11681626048531371,0.6054,FCF yield 11.7% >= UST 4.7% / P/E 12 <= 30
MO,"ALTRIA GROUP, INC.",L4,pass_valuation,17,0.06102631386407717,0.6246831908587138,0.43569810163933725,-0.01778666227116943,-0.024741064227067344,2.08903098868667,15.0480175,0.07538688711309523,0.5378,FCF yield 7.5% >= UST 4.7% / P/E 15 <= 30
DECK,DECKERS OUTDOOR CORP,L4,pass_valuation,14,0.5580431018804162,0.5770385958654284,1.1374172086376884,0.12994151685149902,0.1469097911350663,-1.4247278654431692,13.707977,0.08210788158850883,0.5142,FCF yield 8.2% >= UST 4.7% / P/E 14 <= 30
NTAP,"NetApp, Inc.",L4,pass_valuation,16,0.2703726634052215,0.7074368231046931,0.6783643754827753,0.030499196052284905,0.028668334111952687,0.22504047490555856,25.927559,0.05794224847421846,0.5005,FCF yield 5.8% >= UST 4.7% / P/E 26 <= 30
ZTS,Zoetis Inc.,L4,pass_valuation,12,0.21113661224434183,0.7183901975282561,0.2773885073350858,0.011961325533572653,0.054225876815096274,1.6539690341607274,12.22459,0.07302832773682273,0.459,FCF yield 7.3% >= UST 4.7% / P/E 12 <= 30
FISV,FISERV INC,L4,pass_valuation,17,0.2597936470397302,,0.13249855741681527,-0.015074656897135164,0.06113528837230442,,8.469492,0.16133328571368183,0.441,FCF yield 16.1% >= UST 4.7% / P/E 8 <= 30
VRSK,"Verisk Analytics, Inc.",L4,pass_valuation,15,0.15664624642445063,0.6987991017671754,0.21890081480199106,-0.038093566243089905,0.07160288137517012,2.5601646809306966,29.446646,0.047093008983384164,0.4204,FCF yield 4.7% >= UST 4.7% / P/E 29 <= 30
ADSK,"AUTODESK, INC.",L4,pass_valuation,8,0.36583583013984594,0.9097973910630031,0.38218179118182255,0.09722070794897886,0.12918055811635742,0.14156796390298929,29.921282,0.055584174957884314,0.4154,FCF yield 5.6% >= UST 4.7% / P/E 30 <= 30
CL,COLGATE-PALMOLIVE COMPANY,L4,pass_valuation,17,0.18719578596983566,0.6010695711902659,0.36210025149732544,0.01253478305933653,0.042934601917500315,1.7017276422764227,34.91473,0.05041546579043402,0.4147,FCF yield 5.0% >= UST 4.7%
FDS,FACTSET RESEARCH SYSTEMS INC.,L4,pass_valuation,15,0.17376967298413903,0.5271743531167035,0.23436130050077733,0.02352026822582798,0.07984113351802002,1.137545061004819,16.071146,0.07116337354849925,0.4098,FCF yield 7.1% >= UST 4.7% / P/E 16 <= 30
