ticker,entity,stage,status,fcf_positive_streak,fcf_cv,gross_margin_latest,roic_avg,asset_cagr,rev_cagr,net_debt_ebitda,pe,fcf_yield,score,reason
ADBE,ADOBE INC.,L4,pass_valuation,17,0.24929834690524472,0.8926753334174765,0.419749917895681,0.027821753343251432,0.10522339932516123,0.08179336413271734,15.061749,0.09408536102375141,0.5805,FCF yield 9.4% >= UST 4.6% / P/E 15 <= 30
MO,"ALTRIA GROUP, INC.",L4,pass_valuation,17,0.06102631386407717,0.6246831908587138,0.43569810163933725,-0.01778666227116943,-0.024741064227067344,2.08903098868667,15.640919,0.07252919054723864,0.5485,FCF yield 7.3% >= UST 4.6% / P/E 16 <= 30
DECK,DECKERS OUTDOOR CORPORATION,L4,pass_valuation,14,0.5580431018804162,0.5770385958654284,1.1374172086376884,0.12994151685149902,0.1469097911350663,-1.4247278654431692,14.749288,0.07782347951247491,0.5233,FCF yield 7.8% >= UST 4.6% / P/E 15 <= 30
NTAP,"NetApp, Inc.",L4,pass_valuation,16,0.2703726634052215,0.7074368231046931,0.6783643754827753,0.030499196052284905,0.028668334111952687,0.22504047490555856,27.280315,0.05506905471124033,0.5071,FCF yield 5.5% >= UST 4.6% / P/E 27 <= 30
ZTS,Zoetis Inc.,L4,pass_valuation,12,0.21113661224434183,0.7183901975282561,0.2773885073350858,0.011961325533572653,0.054225876815096274,1.6539690341607274,12.77541,0.06987966699549979,0.4685,FCF yield 7.0% >= UST 4.6% / P/E 13 <= 30
FISV,FISERV INC,L4,pass_valuation,17,0.2597936470397302,,0.13249855741681527,-0.015074656897135164,0.06113528837230442,,9.428814,0.1449186468368549,0.441,FCF yield 14.5% >= UST 4.6% / P/E 9 <= 30
CL,COLGATE-PALMOLIVE COMPANY,L4,pass_valuation,17,0.18719578596983566,0.6010695711902659,0.36210025149732544,0.01253478305933653,0.042934601917500315,1.7017276422764227,36.236435,0.04857659076123492,0.4219,FCF yield 4.9% >= UST 4.6%
FOX,FOX CORPORATION,L4,pass_valuation,7,0.25695033607960155,,0.1496371370554628,0.014950779070138864,0.052662023078771325,0.3250194855806703,13.876316,0.13517688085543794,0.4135,FCF yield 13.5% >= UST 4.6% / P/E 14 <= 30
ADSK,"AUTODESK, INC.",L4,pass_valuation,8,0.36583583013984594,0.9097973910630031,0.38218179118182255,0.09722070794897886,0.12918055811635742,0.14156796390298929,35.75073,0.04652072411938374,0.4073,FCF yield 4.7% >= UST 4.6%
FDS,FACTSET RESEARCH SYSTEMS INC.,L4,pass_valuation,15,0.17376967298413903,0.5271743531167035,0.23436130050077733,0.02352026822582798,0.07984113351802002,1.137545061004819,18.56748,0.06155515537157888,0.4041,FCF yield 6.2% >= UST 4.6% / P/E 19 <= 30
CLX,CLOROX CO /DE/,L4,pass_valuation,16,0.30961053352036905,0.45228040540540543,0.20844931787597773,-0.03342015101032836,-0.00014072614877613798,1.6729241877256318,16.199999,0.06316718894881128,0.3633,FCF yield 6.3% >= UST 4.6% / P/E 16 <= 30
TTD,"TRADE DESK, INC.",L4,pass_valuation,10,0.5191189347341308,0.7862547319254604,0.14072204763134943,0.11992000906297373,0.2244193656887754,-0.9334425369271243,21.693182,0.08866473181236673,0.3629,FCF yield 8.9% >= UST 4.6% / P/E 22 <= 30
GDDY,GoDaddy Inc.,L4,pass_valuation,9,0.31656540900540014,,0.1964472600706213,0.04835866776475717,0.06564722266304868,2.1701101374708576,16.656101,0.11321276960410628,0.3455,FCF yield 11.3% >= UST 4.6% / P/E 17 <= 30
JKHY,"JACK HENRY & ASSOCIATES, INC.",L4,pass_valuation,15,0.1659963267609927,0.4271233635668601,0.2256595022446134,0.0742277573050103,0.06927595521734675,,22.475592,0.0513672099632088,0.3417,FCF yield 5.1% >= UST 4.6% / P/E 22 <= 30
RL,RALPH LAUREN CORPORATION,L4,pass_valuation,15,0.4900299237551313,0.6986505638055333,0.3430018558269413,0.044620082215383494,0.07988555170505496,-0.6771728748806113,24.879469,0.04556981397759512,0.3294,P/E 25 <= 30
DG,DOLLAR GENERAL CORP,L4,pass_valuation,15,0.4949172013778453,0.30660930299520633,0.29909193848793325,0.021102946475387574,0.04125293834210786,-0.35030950902557734,18.200848,0.08431673853433783,0.3276,FCF yield 8.4% >= UST 4.6% / P/E 18 <= 30
KO,COCA COLA CO,L4,pass_valuation,17,0.26825314704623343,0.6162574831563797,0.31932082280032736,0.041559934301033774,0.03689014114187783,-0.6933567377801783,28.012579,0.013816448142806498,0.3008,P/E 28 <= 30
BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",L4,pass_valuation,15,0.34031827667115594,0.31017113991668,0.13496947076597046,0.01512128615406394,0.0646289696150486,2.03956643674676,17.026737,0.06123457594716719,0.2837,FCF yield 6.1% >= UST 4.6% / P/E 17 <= 30
DLTR,"DOLLAR TREE, INC.",L4,pass_valuation,16,0.5398395102745529,0.36351871806637553,0.12613927326838592,-0.16369112015779697,-0.11851835970079172,0.74478532939336,20.731512,0.04264169021339159,0.2514,P/E 21 <= 30
INTU,INTUIT INC.,L4,pass_valuation,16,0.33832078825571504,,0.15150886135399302,0.10043733545158684,0.1395336514824015,,20.312805,0.06719461306393092,0.2048,FCF yield 6.7% >= UST 4.6% / P/E 20 <= 30
