ticker,entity,stage,status,fcf_positive_streak,fcf_cv,gross_margin_latest,roic_avg,asset_cagr,rev_cagr,net_debt_ebitda,pe,fcf_yield,score,reason
ADBE,ADOBE INC.,L4,pass_valuation,17,0.24929834690524472,0.8926753334174765,0.419749917895681,0.027821753343251432,0.10522339932516123,0.08179336413271734,12.878147,0.1101013099559361,0.5963,FCF yield 11.0% >= UST 4.7% / P/E 13 <= 30
MO,"ALTRIA GROUP, INC.",L4,pass_valuation,17,0.06102631386407717,0.6246831908587138,0.43569810163933725,-0.01778666227116943,-0.024741064227067344,2.08903098868667,15.237995,0.07444700988158617,0.5389,FCF yield 7.4% >= UST 4.7% / P/E 15 <= 30
DECK,DECKERS OUTDOOR CORPORATION,L4,pass_valuation,14,0.5580431018804162,0.5770385958654284,1.1374172086376884,0.12994151685149902,0.1469097911350663,-1.4247278654431692,13.66145,0.08227031954206801,0.518,FCF yield 8.2% >= UST 4.7% / P/E 14 <= 30
NTAP,"NetApp, Inc.",L4,pass_valuation,16,0.2703726634052215,0.7074368231046931,0.6783643754827753,0.030499196052284905,0.028668334111952687,0.22504047490555856,26.374214,0.056871416938851664,0.5006,FCF yield 5.7% >= UST 4.7% / P/E 26 <= 30
ZTS,Zoetis Inc.,L4,pass_valuation,12,0.21113661224434183,0.7183901975282561,0.2773885073350858,0.011961325533572653,0.054225876815096274,1.6539690341607274,12.352459,0.07227236079668894,0.4604,FCF yield 7.2% >= UST 4.7% / P/E 12 <= 30
FISV,FISERV INC,L4,pass_valuation,17,0.2597936470397302,,0.13249855741681527,-0.015074656897135164,0.06113528837230442,,8.647457,0.15801301802734952,0.441,FCF yield 15.8% >= UST 4.7% / P/E 9 <= 30
CL,COLGATE-PALMOLIVE COMPANY,L4,pass_valuation,17,0.18719578596983566,0.6010695711902659,0.36210025149732544,0.01253478305933653,0.042934601917500315,1.7017276422764227,35.17442,0.050043253411228415,0.4159,FCF yield 5.0% >= UST 4.7%
ADSK,"AUTODESK, INC.",L4,pass_valuation,8,0.36583583013984594,0.9097973910630031,0.38218179118182255,0.09722070794897886,0.12918055811635742,0.14156796390298929,30.575802,0.05439431388047702,0.4151,FCF yield 5.4% >= UST 4.7%
FOX,FOX CORPORATION,L4,pass_valuation,7,0.25695033607960155,,0.1496371370554628,0.014950779070138864,0.052662023078771325,0.3250194855806703,13.002632,0.14425980019471868,0.407,FCF yield 14.4% >= UST 4.7% / P/E 13 <= 30
FDS,FACTSET RESEARCH SYSTEMS INC.,L4,pass_valuation,15,0.17376967298413903,0.5271743531167035,0.23436130050077733,0.02352026822582798,0.07984113351802002,1.137545061004819,16.767303,0.06825371811083142,0.4066,FCF yield 6.8% >= UST 4.7% / P/E 17 <= 30
