rank,ticker,entity,weight,score,fcf_yield,roic,margin,pe,fcf_positive_years
1,ADBE,ADOBE INC.,0.07199,0.5849,0.09897729753892637,0.419749917895681,0.8926753334174765,14.325516,17
2,MO,"Altria Group, Inc.",0.06883,0.5592,0.07953118854309356,0.43569810163933725,0.6246831908587138,14.385263,17
3,DECK,DECKERS OUTDOOR CORP,0.06524,0.53,0.08317344205018908,1.1374172086376884,0.5770385958654284,13.780938,14
4,NTAP,"NetApp, Inc.",0.06154,0.5,0.053443204488186596,0.6783643754827753,0.7074368231046931,28.110237,16
5,ZTS,Zoetis Inc.,0.05726,0.4652,0.07045830220716184,0.2773885073350858,0.7183901975282561,12.670492,12
6,FISV,FISERV INC,0.05428,0.441,0.14945911195863804,0.13249855741681527,,9.142372,17
7,VRSK,"Verisk Analytics, Inc.",0.05258,0.4272,0.0466869717173495,0.21890081480199106,0.6987991017671754,29.930876,15
8,CL,COLGATE-PALMOLIVE COMPANY,0.05187,0.4214,0.049741786068620245,0.36210025149732544,0.6010695711902659,35.3876,17
9,FDS,FACTSET RESEARCH SYSTEMS INC.,0.05045,0.4099,0.06596130374785988,0.23436130050077733,0.5271743531167035,17.338604,15
10,ADSK,"AUTODESK, INC.",0.05037,0.4092,0.04871566037831964,0.38218179118182255,0.9097973910630031,34.139942,8
11,FOX,FOX CORPORATION,0.05032,0.4088,0.1372328969687784,0.1496371370554628,,13.668421,7
12,GDDY,GoDaddy Inc.,0.04991,0.4055,0.14380785568481905,0.1964472600706213,,12.294205,9
13,TTD,"TRADE DESK, INC.",0.04533,0.3683,0.09382537064623679,0.14072204763134943,0.7862547319254604,20.500002,10
14,CLX,CLOROX CO /DE/,0.04495,0.3652,0.06587822279936416,0.20844931787597773,0.45228040540540543,15.533333,16
15,JKHY,"JACK HENRY & ASSOCIATES, INC.",0.04231,0.3437,0.05373815761749909,0.2256595022446134,0.4271233635668601,21.513966,15
16,RL,RALPH LAUREN CORPORATION,0.04005,0.3254,0.045011483414114165,0.3430018558269413,0.6986505638055333,25.138136,15
17,DG,DOLLAR GENERAL CORP,0.03992,0.3243,0.08539848465585703,0.29909193848793325,0.30660930299520633,17.944916,15
18,KO,COCA COLA CO,0.03702,0.3008,0.01405295479156258,0.31932082280032736,0.6162574831563797,26.303303,17
19,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",0.03499,0.2843,0.06332279397624008,0.13496947076597046,0.31017113991668,16.46524,15
20,DLTR,"DOLLAR TREE, INC.",0.03077,0.25,0.04322494931004018,0.12613927326838592,0.36351871806637553,20.386219,16
