ticker,entity,stage,status,fcf_positive_streak,fcf_cv,gross_margin_latest,roic_avg,asset_cagr,rev_cagr,net_debt_ebitda,pe,fcf_yield,score,reason
ADBE,ADOBE INC.,L4,pass_valuation,17,0.24929834690524472,0.8926753334174765,0.419749917895681,0.027821753343251432,0.10522339932516123,0.08179336413271734,13.593482,0.10424776462724587,0.5895,FCF yield 10.4% >= UST 4.6% / P/E 14 <= 30
MO,"ALTRIA GROUP, INC.",L4,pass_valuation,17,0.06102631386407717,0.6246831908587138,0.43569810163933725,-0.01778666227116943,-0.024741064227067344,2.08903098868667,15.217119,0.07454914391878854,0.543,FCF yield 7.5% >= UST 4.6% / P/E 15 <= 30
DECK,DECKERS OUTDOOR CORPORATION,L4,pass_valuation,14,0.5580431018804162,0.5770385958654284,1.1374172086376884,0.12994151685149902,0.1469097911350663,-1.4247278654431692,13.90185,0.08084765568092218,0.5193,FCF yield 8.1% >= UST 4.6% / P/E 14 <= 30
NTAP,"NetApp, Inc.",L4,pass_valuation,16,0.2703726634052215,0.7074368231046931,0.6783643754827753,0.030499196052284905,0.028668334111952687,0.22504047490555856,26.698112,0.05618146056597396,0.5021,FCF yield 5.6% >= UST 4.6% / P/E 27 <= 30
ZTS,Zoetis Inc.,L4,pass_valuation,12,0.21113661224434183,0.7183901975282561,0.2773885073350858,0.011961325533572653,0.054225876815096274,1.6539690341607274,12.609836,0.07079722262744957,0.461,FCF yield 7.1% >= UST 4.6% / P/E 13 <= 30
FISV,FISERV INC,L4,pass_valuation,17,0.2597936470397302,,0.13249855741681527,-0.015074656897135164,0.06113528837230442,,8.866102,0.15411631606676734,0.441,FCF yield 15.4% >= UST 4.6% / P/E 9 <= 30
CL,COLGATE-PALMOLIVE COMPANY,L4,pass_valuation,17,0.18719578596983566,0.6010695711902659,0.36210025149732544,0.01253478305933653,0.042934601917500315,1.7017276422764227,35.651165,0.04937404927048083,0.4171,FCF yield 4.9% >= UST 4.6%
ADSK,"AUTODESK, INC.",L4,pass_valuation,8,0.36583583013984594,0.9097973910630031,0.38218179118182255,0.09722070794897886,0.12918055811635742,0.14156796390298929,32.931488,0.0505033303200001,0.4096,FCF yield 5.1% >= UST 4.6%
FOX,FOX CORPORATION,L4,pass_valuation,7,0.25695033607960155,,0.1496371370554628,0.014950779070138864,0.052662023078771325,0.3250194855806703,13.371053,0.14028491150274705,0.4061,FCF yield 14.0% >= UST 4.6% / P/E 13 <= 30
FDS,FACTSET RESEARCH SYSTEMS INC.,L4,pass_valuation,15,0.17376967298413903,0.5271743531167035,0.23436130050077733,0.02352026822582798,0.07984113351802002,1.137545061004819,17.504938,0.06529152942503232,0.4038,FCF yield 6.5% >= UST 4.6% / P/E 18 <= 30
TTD,"TRADE DESK, INC.",L4,pass_valuation,10,0.5191189347341308,0.7862547319254604,0.14072204763134943,0.11992000906297373,0.2244193656887754,-0.9334425369271243,20.31818,0.09466498356527087,0.3637,FCF yield 9.5% >= UST 4.6% / P/E 20 <= 30
CLX,CLOROX CO /DE/,L4,pass_valuation,16,0.30961053352036905,0.45228040540540543,0.20844931787597773,-0.03342015101032836,-0.00014072614877613798,1.6729241877256318,15.839025,0.06460678217107368,0.3579,FCF yield 6.5% >= UST 4.6% / P/E 16 <= 30
GDDY,GoDaddy Inc.,L4,pass_valuation,9,0.31656540900540014,,0.1964472600706213,0.04835866776475717,0.06564722266304868,2.1701101374708576,15.278923,0.12341729813541782,0.352,FCF yield 12.3% >= UST 4.6% / P/E 15 <= 30
JKHY,"JACK HENRY & ASSOCIATES, INC.",L4,pass_valuation,15,0.1659963267609927,0.4271233635668601,0.2256595022446134,0.0742277573050103,0.06927595521734675,,21.395803,0.05411051159214885,0.3407,FCF yield 5.4% >= UST 4.6% / P/E 21 <= 30
