ticker,entity,stage,status,fcf_positive_streak,fcf_cv,gross_margin_latest,roic_avg,asset_cagr,rev_cagr,net_debt_ebitda,pe,fcf_yield,score,reason
ADBE,ADOBE INC.,L4,pass_valuation,17,0.24929834690524472,0.8926753334174765,0.419749917895681,0.027821753343251432,0.10522339932516123,0.08179336413271734,14.263309,0.09946587469816262,0.5871,FCF yield 9.9% >= UST 4.6% / P/E 14 <= 30
MO,"ALTRIA GROUP, INC.",L4,pass_valuation,17,0.06102631386407717,0.6246831908587138,0.43569810163933725,-0.01778666227116943,-0.024741064227067344,2.08903098868667,15.620042,0.07262612681479913,0.5448,FCF yield 7.3% >= UST 4.6% / P/E 16 <= 30
DECK,DECKERS OUTDOOR CORPORATION,L4,pass_valuation,14,0.5580431018804162,0.5770385958654284,1.1374172086376884,0.12994151685149902,0.1469097911350663,-1.4247278654431692,14.782361,0.07753890690381489,0.5184,FCF yield 7.8% >= UST 4.6% / P/E 15 <= 30
NTAP,"NetApp, Inc.",L4,pass_valuation,16,0.2703726634052215,0.7074368231046931,0.6783643754827753,0.030499196052284905,0.028668334111952687,0.22504047490555856,27.485039,0.05465886612388584,0.5033,FCF yield 5.5% >= UST 4.6% / P/E 27 <= 30
ZTS,Zoetis Inc.,L4,pass_valuation,12,0.21113661224434183,0.7183901975282561,0.2773885073350858,0.011961325533572653,0.054225876815096274,1.6539690341607274,12.706558,0.07025831855734319,0.4655,FCF yield 7.0% >= UST 4.6% / P/E 13 <= 30
FISV,FISERV INC,L4,pass_valuation,17,0.2597936470397302,,0.13249855741681527,-0.015074656897135164,0.06113528837230442,,9.188135,0.14871471169465694,0.441,FCF yield 14.9% >= UST 4.6% / P/E 9 <= 30
CL,COLGATE-PALMOLIVE COMPANY,L4,pass_valuation,17,0.18719578596983566,0.6010695711902659,0.36210025149732544,0.01253478305933653,0.042934601917500315,1.7017276422764227,35.941864,0.048974714919958,0.4203,FCF yield 4.9% >= UST 4.6%
FOX,FOX CORPORATION,L4,pass_valuation,7,0.25695033607960155,,0.1496371370554628,0.014950779070138864,0.052662023078771325,0.3250194855806703,13.586843,0.13805687677191042,0.4121,FCF yield 13.8% >= UST 4.6% / P/E 14 <= 30
ADSK,"AUTODESK, INC.",L4,pass_valuation,8,0.36583583013984594,0.9097973910630031,0.38218179118182255,0.09722070794897886,0.12918055811635742,0.14156796390298929,34.654015,0.04806305454446052,0.4084,FCF yield 4.8% >= UST 4.6%
FDS,FACTSET RESEARCH SYSTEMS INC.,L4,pass_valuation,15,0.17376967298413903,0.5271743531167035,0.23436130050077733,0.02352026822582798,0.07984113351802002,1.137545061004819,18.700262,0.06115833633470955,0.4,FCF yield 6.1% >= UST 4.6% / P/E 19 <= 30
