ticker,entity,stage,status,fcf_positive_streak,fcf_cv,gross_margin_latest,roic_avg,asset_cagr,rev_cagr,net_debt_ebitda,pe,fcf_yield,score,reason
ADBE,ADOBE INC.,L4,pass_valuation,17,0.24929834690524472,0.8926753334174765,0.419749917895681,0.027821753343251432,0.10522339932516123,0.08179336413271734,13.457176,0.10446746056530233,0.5828,FCF收益率10.4%≥美债4.5% / PE 13≤30
MO,"ALTRIA GROUP, INC.",L4,pass_valuation,17,0.06102631386407717,0.6246831908587138,0.43569810163933725,-0.01778666227116943,-0.024741064227067344,2.08903098868667,15.2381935,0.07322311269354365,0.5352,FCF收益率7.3%≥美债4.5% / PE 15≤30
NTAP,"NetApp, Inc.",L4,pass_valuation,16,0.2703726634052215,0.7074368231046931,0.6783643754827753,0.030499196052284905,0.028668334111952687,0.22504047490555856,25.13497,0.05821095550409726,0.5025,FCF收益率5.8%≥美债4.5% / PE 25≤30
DECK,DECKERS OUTDOOR CORP,L4,pass_valuation,14,0.5580431018804162,0.5770385958654284,1.1374172086376884,0.12994151685149902,0.1469097911350663,-1.4247278654431692,15.523323,0.07419702800480737,0.4999,FCF收益率7.4%≥美债4.5% / PE 16≤30
ZTS,Zoetis Inc.,L4,pass_valuation,12,0.21113661224434183,0.7183901975282561,0.2773885073350858,0.011961325533572653,0.054225876815096274,1.6539690341607274,12.550819,0.07113012744891725,0.4568,FCF收益率7.1%≥美债4.5% / PE 13≤30
FISV,FISERV INC,L4,pass_valuation,17,0.2597936470397302,,0.13249855741681527,-0.015074656897135164,0.06113528837230442,,8.759516,0.15923019061993332,0.441,FCF收益率15.9%≥美债4.5% / PE 9≤30
CL,COLGATE-PALMOLIVE COMPANY,L4,pass_valuation,17,0.18719578596983566,0.6010695711902659,0.36210025149732544,0.01253478305933653,0.042934601917500315,1.7017276422764227,36.462746,0.048843033280824184,0.4126,FCF收益率4.9%≥美债4.5%
ADSK,"AUTODESK, INC.",L4,pass_valuation,8,0.36583583013984594,0.9097973910630031,0.38218179118182255,0.09722070794897886,0.12918055811635742,0.14156796390298929,31.644928,0.052251925359858196,0.4098,FCF收益率5.2%≥美债4.5%
FDS,FACTSET RESEARCH SYSTEMS INC.,L4,pass_valuation,15,0.17376967298413903,0.5271743531167035,0.23436130050077733,0.02352026822582798,0.07984113351802002,1.137545061004819,17.298258,0.06726729543619929,0.4035,FCF收益率6.7%≥美债4.5% / PE 17≤30
FOX,FOX CORPORATION,L4,pass_valuation,7,0.25695033607960155,,0.1496371370554628,0.014950779070138864,0.052662023078771325,0.3250194855806703,13.445313,0.13805687677191042,0.3918,FCF收益率13.8%≥美债4.5% / PE 13≤30
FOXA,FOX CORPORATION,L4,pass_valuation,7,0.25695033607960155,,0.1496371370554628,0.014950779070138864,0.052662023078771325,0.3250194855806703,15.163157,0.12370490773676154,0.3619,FCF收益率12.4%≥美债4.5% / PE 15≤30
CLX,CLOROX CO /DE/,L4,pass_valuation,16,0.30961053352036905,0.45228040540540543,0.20844931787597773,-0.03342015101032836,-0.00014072614877613798,1.6729241877256318,16.053333,0.06533790062830985,0.355,FCF收益率6.5%≥美债4.5% / PE 16≤30
TTD,"TRADE DESK, INC.",L4,pass_valuation,10,0.5191189347341308,0.7862547319254604,0.14072204763134943,0.11992000906297373,0.2244193656887754,-0.9334425369271243,21.61628,0.09104947337490818,0.3497,FCF收益率9.1%≥美债4.5% / PE 22≤30
GDDY,GoDaddy Inc.,L4,pass_valuation,9,0.31656540900540014,,0.1964472600706213,0.04835866776475717,0.06564722266304868,2.1701101374708576,15.242326,0.12611194829913638,0.3491,FCF收益率12.6%≥美债4.5% / PE 15≤30
JKHY,"JACK HENRY & ASSOCIATES, INC.",L4,pass_valuation,15,0.1659963267609927,0.4271233635668601,0.2256595022446134,0.0742277573050103,0.06927595521734675,,21.452616,0.05457787321867597,0.338,FCF收益率5.5%≥美债4.5% / PE 21≤30
CHD,"CHURCH & DWIGHT CO., INC.",L4,pass_valuation,16,0.13500794826201692,0.447317513541398,0.12775264062120373,0.02214466965987305,0.048889197884673496,1.3555471698113208,32.581394,0.047036934437195824,0.3296,FCF收益率4.7%≥美债4.5%
RL,RALPH LAUREN CORPORATION,L4,pass_valuation,15,0.4900299237551313,0.6986505638055333,0.3430018558269413,0.044620082215383494,0.07988555170505496,-0.6771728748806113,25.706081,0.044998467877468,0.319,PE 26≤30
DG,DOLLAR GENERAL CORP,L4,pass_valuation,15,0.4949172013778453,0.30660930299520633,0.29909193848793325,0.021102946475387574,0.04125293834210786,-0.35030950902557734,17.989986,0.08628133298911772,0.3144,FCF收益率8.6%≥美债4.5% / PE 18≤30
KO,COCA COLA CO,L4,pass_valuation,17,0.26825314704623343,0.6162574831563797,0.31932082280032736,0.041559934301033774,0.03689014114187783,-0.6933567377801783,26.740984,0.015092169628974379,0.3008,PE 27≤30
